ID,Traditional,Simplified,Pinyin,POS,Meaning,Examples,Variants
B3L11-2-18,冷淡,冷淡,lěngdàn,Vs,"cold, frigid",他最近對你說話的態度變得冷淡，你們之間是不是有什麼誤會？,
B3L11-2-19,部分/部份,部分/部份,bùfèn,Det,part,前幾天因為颱風的關係，造成部分地區嚴重淹水，許多蔬果的價格都變高了。,"[[""部分"", ""bùfèn""], [""部份"", ""bùfèn""]]"
B3L11-2-20,例如,例如,lìrú,Prep,for example,出國留學有不少好處，例如打開視野、增加自信、提高外文程度等等。,
B3L11-2-21,某,某,mǒu,Det,"certain, some",某年某月的某一天，你會找到心中最理想的結婚對象，現在別急。,
B3L11-2-22,卻,却,què,Adv,but,那對雙胞胎長得很像，個性卻很不同，哥哥很大方，弟弟很害羞。,
B3L11-2-23,老公,老公,lǎogōng,N,husband,,
B3L11-2-24,老婆,老婆,lǎopó,N,wife,,
B3L11-2-25,單身,单身,dānshēn,Vs,single,何先生早就習慣了單身生活，一點都不想結婚。,
B3L11-2-26,花心,花心,huāxīn,Vs,womanizing,小章已經結婚了，還常常跟其他女生約會，真是太花心了。,
B3L11-2-27,浪漫,浪漫,làngmàn,Vs,romantic,麗麗的老公在她生日那天，送了她九十九朵玫瑰花，好浪漫啊！,
B3L11-2-28,渴望,渴望,kěwàng,Vst,eager,,
B3L11-2-29,愛情,爱情,àiqíng,N,love,人人都渴望浪漫的愛情和幸福的家庭，不過自由自在的單身生活也是不錯的。,
B3L11-2-30,懂事,懂事,dǒngshì,Vs,"sensible, understanding, sophisticated",媽媽生病時，小華給家人做飯、照顧弟弟妹妹，真是個懂事的孩子。,
B3L11-2-31,面,面,miàn,N,aspect,石經理對員工很兇，回家後卻能表現出溫柔的一面，非常體貼太太。,
B3L11-2-32,怪,怪,guài,V,to blame,老婆：我叫你買豆漿，怎麼買了無糖的，真難喝！ 老公：妳又沒說清楚，怎麼能怪我。,
B3L11-2-33,至於,至于,zhìyú,Prep,as to,我知道那輛德國汽車很貴，至於到底多貴，我就不清楚了。,
B3L11-2-34,取代,取代,qǔdài,V,to replace,一般來說，父母在孩子的心中是最偉大的，沒有人可以取代。,
B3L11-2-35,隨時隨地,随时随地,suíshí suídì,Ph,"anytime, anywhere",有了無線網路，就可以隨時隨地上網查資料、看影片，或是玩遊戲。,
B3L12-1-01,抵達,抵达,dǐdá,V,to arrive,那班飛機因為天氣的關係，沒辦法準時抵達<br>總統抵達新聞說明會的現場前，安全人員得先確認記者的資料，還得檢查他們的背包。,
B3L12-1-02,面試,面试,miànshì,Vi/N,to interview; interview,弟弟因為明天要去大學面試，緊張得整個晚上都睡不好<br>為了準備這次的面試，我看了很多相關資料，還不斷地練習面試時跟主管的對話。,
B3L12-1-03,貴,贵,guì,Det,"honorable, respectful",A:您好，歡迎您來面試。請問貴姓？ B:您好，我姓童，很高興今天能到貴公司來面試。,
B3L12-1-04,本,本,běn,Det,this,在你的國家，第一次辦理護照得本人親自去，不能請別人代替嗎？,
B3L12-1-05,會議,会议,huìyì,N,"meeting, conference",明天的主管會議在三樓的會議室舉行，經理要求大家不要遲到。,
B3L12-1-06,參考,参考,cānkǎo,V,for your reference; refer to,假如貴公司想擴大生產規模，可以參考本公司的作法，我們很願意提供協助。,
B3L12-1-07,方面,方面,fāngmiàn,N,aspect; field,A:對這次新產品的銷售方式，你有什麼想法？ B:我在這方面沒什麼經驗，你可以去請教方經理。,
B3L12-1-08,隨便,随便,suíbiàn,Vs,careless,那個店員的工作態度很隨便，常弄錯商品的價格，還找錯錢， 真是太誇張了！,
B3L12-1-09,批評,批评,pīpíng,V,to criticize,不少人批評那家健身中心教練的教學品質很差，以後絕對不會再去了。,
B3L12-1-10,發脾氣,发脾气,fāpíqì,V-sep,to lose one's temper,方老師非常有耐心，就算學生考試的成績很糟，也從來沒發過脾氣。,
B3L12-1-11,理解,理解,lǐjiě,Vst,to understand,大多數的人認為哲學是一門很難的學問，不容易理解<br>先生的個性很奇怪，又愛亂發脾氣，除了他老婆，沒人能理解他。,
B3L12-1-12,謙虛,谦虚,qiānxū,Vs,modest,雖然藍先生是大學的校長，可是他很謙虛，經常向同事請教管理學校的方法。,
B3L12-1-13,逗,逗,dòu,V,to tease,每當包太太心情不好的時候，包先生就會說笑話來逗她，讓她開心一點。,
B3L12-1-14,觀念,观念,guānniàn,N,concept,對華人來說，把書念好才有美好的未來，這個傳統觀念在臺灣已經慢慢改變了。,
B3L12-1-15,往往,往往,wǎngwǎng,Adv,often,現代人往往以網路傳訊息，代替傳統寫信或打電話的方式。,
B3L12-1-16,職場,职场,zhíchǎng,N,workplace; career,易先生從職場退休後，就加入了醫院的服務社團，繼續為社會貢獻一份力量。,
B3L12-1-17,布置/佈置,布置/布置,bùzhì,V,to fix up; to decorate,管先生這段時間忙著布置新房子，希望給老婆一個又舒適又溫暖的家。,"[[""布置"", ""bùzhì""], [""佈置"", ""bùzhì""]]"
B3L12-1-18,鬧鐘,闹钟,nàozhōng,N,alarm clock,,
B3L12-1-19,醒來,醒来,xǐnglái,Vp,to wake up,我每天早上一醒來就去刷牙、洗臉，然後去附近國小的操場跑步。,
B3L12-1-20,小組,小组,xiǎozǔ,N,"team, group",,
B3L12-1-21,組,组,zǔ,N,"team, group",老師把安養院社團的社員分成兩個小組，第一組陪老人唱歌， 第二組陪老人玩遊戲。,
B3L12-1-22,任務,任务,rènwù,N,task; assignment,我父親是個警察，只要他負責的小組有重要任務時，就得出差一兩個星期。,
B3L12-1-23,原諒,原谅,yuánliàng,Vst,to forgive,A:要是你發現男朋友對你越來越冷淡，還常跟女網友約會， 你會原諒他嗎？ B:這麼花心的男人，絕對不值得原諒。,
B3L12-1-24,之後,之后,zhīhòu,N,later; afterwards,,
B3L12-1-25,之前,之前,zhīqián,N,"before, prior to",結婚之前，那對情侶認真規劃了未來的生活，沒想到結婚一個月之後就離婚了。,
B3L12-1-26,不論,不论,búlùn,Conj,"no matter (what, who, how...)",商先生從不發脾氣，人也很謙虛，不論別人怎麼批評他，他還是很客氣地說謝謝。,
B3L12-1-27,細心,细心,xìxīn,Vs,careful; attentive,史小姐做事很細心，這張表我檢查過好幾次，還是被她發現了幾個錯字。,
B3L12-1-28,優秀,优秀,yōuxiù,Vs,outstanding,顏小姐的職場表現很優秀，除了外文能力好，做事也很細心。,
B3L12-1-29,薪水,薪水,xīnshuǐ,N,"salary, wage",人人都喜歡薪水高、離家近、輕鬆的工作，不過這往往只是一個夢。,
B3L12-1-30,福利,福利,fúlì,N,benefits,這家公司福利不錯，每年除了提供免費健檢，老闆還會帶員工出國旅遊。,
B3L12-1-31,有關,有关,yǒuguān,Prep,regarding; about,有關這場火災的詳細情況，等調查結果出來以後，市長會向民眾報告。,
B3L12-1-32,多多少少,多多少少,duōduōshǎoshǎo,Ph,more or less,剛進公司的員工對環境比較陌生，對工作內容也不熟悉，多多少少需要協助。,
B3L12-1-33,忙不過來,忙不过来,mángbúguòlái,Ph,too busy to manage,我打工的餐廳一到週末就客滿，忙不過來的時候，連老闆的叔叔都得來幫忙。,
B3L12-2-01,各位,各位,gèwèi,N,everybody,這次亞洲文化展，除了樂器表演，還有傳統服裝試穿活動，歡迎各位來參觀。,
B3L12-2-02,感想,感想,gǎnxiǎng,N,reflections; thoughts,你聽了尤老闆勇敢克服困難、堅持到底的真實故事，有什麼感想？,
B3L12-2-03,企業,企业,qìyè,N,"enterprise, business",現代企業越來越重視員工的福利和健康，例如提供免費的旅遊和健檢。,
B3L12-2-04,包含,包含,bāohán,Vst,to include,父母送我的結婚禮物很珍貴，包含了他們對我滿滿的祝福。,
B3L12-2-05,儘管,尽管,jǐnguǎn,Conj,"even though, in spite of",儘管爺爺去世很久了，但每次看到照片，就會回想起他開心陪我玩的樣子。,
B3L12-2-06,整齊,整齐,zhěngqí,Vs,"in good order, neat",我妹妹很會做家事，她總是把房間整理得很整齊，連窗戶也擦得很乾淨。,
B3L12-2-07,木頭,木头,mùtou,N,"wood (M: 根,塊)",,
B3L12-2-08,反應,反应,fǎnyìng,N/Vi,reaction; to react,不知道明哲今天怎麼了？老師叫了他好幾次，他就像木頭一樣，沒有反應<br>九二一大地震發生得太突然，不少民眾因為來不及反應，而被困在屋裡。,
B3L12-2-09,該,该,gāi,Vaux,should,你忙不過來的時候就該找人幫忙，別讓自己累壞了。,
B3L12-2-10,顧,顾,gù,V,to take into account or consideration,那個店員只顧著玩手機，客人來了都不知道。,
B3L12-2-11,搞,搞,gǎo,V,to do,A:為什麼活動中心連一個人都沒有？今天不是有吉他社的表演嗎？ B:你搞錯了，演出日期是下個星期三。,
B3L12-2-12,敵人,敌人,dírén,N,enemy,這兩個國家因為搶石油資源，而把對方當成了敵人。,
B3L12-2-13,領導,领导,lǐngdǎo,V/N,to lead; leader,「總統」是國家最高領導人，他領導全國民眾往前走，讓國家越來越進步。,
B3L12-2-14,全,全,quán,Det,whole,總統對國家的貢獻很大，全國民眾都很尊敬他。,
B3L12-2-15,創造,创造,chuàngzào,V,to create,有人說，這個世界是上帝創造的，你相信嗎？,
B3L12-2-16,實行,实行,shíxíng,V,"to carry out, to put into practice",這個改善空氣品質的計畫，已經實行三年了，還需要一段時間才能看到成果。,
B3L12-2-17,混亂,混乱,hùnluàn,Vs,"chaotic, muddled",這個地區的交通非常混亂，尤其是車多人多的上下班時間。,
B3L12-2-18,付出,付出,fùchū,Vpt,to pay; to devote,李導演付出了十年的時間，終於拍出了一部好電影，得到大家的肯定。,
B3L12-2-19,事業,事业,shìyè,N,career,杜先生是三家網路商店的主管，他希望將來能當大企業的老闆，擁有自己的事業。,
B3L12-2-20,盡,尽,jìn,Vst,to the greatest extent,學生：明天就要大學考試了，我很緊張，怕考不好。 老師：你是很優秀的學生，我相信只要盡自己的能力，好好發揮實力，一定沒問題的。,
B3L12-2-21,通過,通过,tōngguò,Vpt,to pass (through),小明順利通過了大學考試，今年就是一年級的新生了。,
B3L12-2-22,盼望,盼望,pànwàng,Vst,"to yearn for, to expect",小張已經四十歲了，父母盼望他快點找到結婚對象，他卻一點也不著急。,
B3L13-1-01,雲端,云端,yúnduān,N,cloud (technology),公司的會議資料都存在雲端，這樣又安全又方便，各部門也能隨時參考。,
B3L13-1-02,啦,啦,la,Ptc,ending particle,太太：你喝醉了，別再喝了。 先生：好啦，好啦，還剩下一口，喝完就不喝了。,
B3L13-1-03,記錄,记录,jìlù,N/V,"record, to record",這次世界運動會的一百公尺賽跑，美國運動員跑出了九點三七秒的新記錄<br>老師把學生每次考試的分數記錄下來，這樣就能知道學生是不是進步了。,
B3L13-1-04,電子書,电子书,diànzǐshū,N,"ebook, electronic book",,
B3L13-1-05,系統,系统,xìtǒng,N,system,以電腦系統取代傳統收停車費的方式，能幫老闆節省工作人員的費用。,
B3L13-1-06,帳號,帐号,zhànghào,N,user name,,
B3L13-1-07,密碼,密码,mìmǎ,N,code,,
B3L13-1-08,自動,自动,zìdòng,N,reader,那家店的門是自動的，只要站到門前就會自動打開<br>這棟大樓有安全系統的設備，小偷進去就會自動發出警告的聲音通知警察。,
B3L13-1-09,讀者,读者,dúzhě,N,reader,紀先生的部落格擁有不少讀者，下個週末他要辦一場新書活動，買了新書的讀者都可以請他簽名。,
B3L13-1-10,書包,书包,shūbāo,N,schoolbag,,
B3L13-1-11,空,空,kòng,Vs,available space,公園附近的停車場還很空，你可以把車停到那裡去。,
B3L13-1-12,空,空,kōng,Vs,empty,媽媽把放在院子裡的一堆空瓶子、空罐子都扔了<br>今天的作業是寫一篇作文，可是我的腦子空空的，一個字也寫不出來。,
B3L13-1-13,文件,文件,wénjiàn,N,document,,
B3L13-1-14,證書,证书,zhèngshū,N,certificate,一般來說，面試時要準備的相關文件包括個人基本資料、畢業證書等等。,
B3L13-1-15,隨身碟,随身碟,suíshēndié,N,USB flash drive,,
B3L13-1-16,發表,发表,fābiǎo,V,to publish,陸教授在自己的網站上發表有關教學和研究的成果，相當值得參考。,
B3L13-1-17,預備,预备,yùbèi,V,to prepare,我每天睡覺前都會把明天的早餐預備好，這樣一起床只要加熱就能吃了。,
B3L13-1-18,電子信箱,电子信箱,diànzǐ xìnxiāng,N,E-mailbox,,
B3L13-1-19,信箱,信箱,xìnxiāng,N,mailbox,,
B3L13-1-20,這下子,这下子,zhèxiàzi,N,now; thus,我沒趕上最後一班公車，這下子只好搭計程車回家了<br>A:糟了，我不小心把隨身碟弄丟了，資料都存在裡面。 B:這下子我們的期末報告都白做了。,
B3L13-1-21,水平,水平,shuǐpíng,N,level,為了提高英文的聽力水平，我除了聽收音機的英文廣播，也會看美國的電視新聞。,
B3L13-1-22,高速,高速,gāosù,Vs-attr,high speed,自從有了高速鐵路，不僅縮短了交通時間，人與人之間的距離也變近了。,
B3L13-1-23,上傳,上传,shàngchuán,V,to upload,明天的會議資料我已經上傳到雲端，請各位開會前先了解要討論的內容。,
B3L13-1-24,既,既,jì,Conj,both...(and)...,方小姐既活潑又漂亮，難怪不少男生想追求她。,
B3L13-1-25,下載,下载,xiàzài,V,to download,有一些網路上的資料或影片是被保護的，不能隨便下載。,
B3L13-1-26,變更,变更,biàngēng,V,"to change, to alter",A:我太糊塗了，忘了把變更後的網路銀行密碼記下來。 B:這下子你得親自去銀行處理了。,
B3L13-1-27,預習,预习,yùxí,V,to preview; to prepare lessons before class,老師先把跟課程相關的學習資料上傳到雲端，讓學生預習。,
B3L13-1-28,效果,效果,xiàoguǒ,N,effect,這支手機的照相功能很強，拍出來的效果比照相機還要好。,
B3L13-1-29,說起來,说起来,shuōqǐlái,Adv,as a matter of fact,A:聽說小金離婚了，你知道是怎麼回事嗎？ B:唉，這件事說起來都要怪小金，誰教他愛上了別的女生呢！,
B3L13-1-30,日曆,日历,rìlì,N,calendar,,
B3L13-1-31,主任,主任,zhǔrèn,N,chief,,
B3L13-1-32,演講,演讲,yǎnjiǎng,Vi,"to give a speech, to give a lecture, to perform",史教授為了讓更多人了解保護地球環境有多重要，經常到各地去演講。,
B3L13-1-33,實話,实话,shíhuà,N,truth,小簡今天遇到以前的女朋友，跟她喝了咖啡才回家，但不敢跟太太說實話。,
B3L13-1-34,摩托車/機車,摩托车/机车,mótuōchē/jīchē,N,motorcycle (M: 輛),,"[[""摩托車"", ""mótuōchē""], [""機車"", ""jīchē""]]"
B3L13-2-01,時代,时代,shídài,N,"era, times",時代進步了，女人在家庭和社會中的地位也跟著提高了<br>在古代中國，男人不應該進廚房的傳統觀念，也因為時代的改變而不同。,
B3L13-2-02,當年,当年,dāngnián,N,"in those years, in those days",連先生很年輕的時候就當了國小校長，當年他才三十歲。,
